FileName,Description,Keywords,FirstName,AssetType,Source name,ExpirationDate,Language,Folder_path
SANI_9300652803594-4.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/3pk/Iced%20Coffee/SANI_9300652803594-4.jpg
SANI_9300652803594-1.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/3pk/Iced%20Coffee/SANI_9300652803594-1.jpg
SANI_9300652803594-2.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/3pk/Iced%20Coffee/SANI_9300652803594-2.jpg
SANI_9300652803594-3.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/3pk/Iced%20Coffee/SANI_9300652803594-3.jpg
SANI_9300652803594-4.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/3pk/Iced%20Coffee/SANI_9300652803594-4.jpg
SANI_9300652803778-0.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/12pk/Strawberry/SANI_9300652803778-0.jpg
SANI_9300652803778-1.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/12pk/Strawberry/SANI_9300652803778-1.jpg
SANI_9300652803778-2.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/12pk/Strawberry/SANI_9300652803778-2.jpg
SANI_9300652803778-3.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/12pk/Strawberry/SANI_9300652803778-3.jpg
SANI_9300652803778-4.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/12pk/Strawberry/SANI_9300652803778-4.jpg
SANI_9300652803778-5.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/12pk/Strawberry/SANI_9300652803778-5.jpg
SANI_9300652803778-6.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/12pk/Strawberry/SANI_9300652803778-6.jpg
SANI_9300652803778-70.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/12pk/Strawberry/SANI_9300652803778-70.jpg
SANI_9300652803785-0.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/12pk/Banana/SANI_9300652803785-0.jpg
SANI_9300652803785-1.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/12pk/Banana/SANI_9300652803785-1.jpg
SANI_9300652803785-2.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/12pk/Banana/SANI_9300652803785-2.jpg
SANI_9300652803785-3.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/12pk/Banana/SANI_9300652803785-3.jpg
SANI_9300652803785-4.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/12pk/Banana/SANI_9300652803785-4.jpg
SANI_9300652803785-5.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/12pk/Banana/SANI_9300652803785-5.jpg
SANI_9300652803785-6.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/12pk/Banana/SANI_9300652803785-6.jpg
SANI_9300652803785-70.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/BB/12pk/Banana/SANI_9300652803785-70.jpg
SANI_9300652803792PROD2-0.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Iced%20Coffee/SANI_9300652803792PROD2-0.jpg
SANI_9300652803792PROD2-1.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Iced%20Coffee/SANI_9300652803792PROD2-1.jpg
SANI_9300652803792PROD2-2.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Iced%20Coffee/SANI_9300652803792PROD2-2.jpg
SANI_9300652803792PROD2-3.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Iced%20Coffee/SANI_9300652803792PROD2-3.jpg
SANI_9300652803792PROD2-4.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Iced%20Coffee/SANI_9300652803792PROD2-4.jpg
SANI_9300652803792PROD2-5.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Iced%20Coffee/SANI_9300652803792PROD2-5.jpg
SANI_9300652803792PROD2-7.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Iced%20Coffee/SANI_9300652803792PROD2-7.jpg
SANI_9300652803792PROD2-8.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Iced%20Coffee/SANI_9300652803792PROD2-8.jpg
FileName,Description,Keywords,FirstName,AssetType,Source name,ExpirationDate,Language,Folder_path
SANI_9300652803808-0.jpg,PROTEIN,King,Sankar,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-0.jpg
SANI_9300652803808-1.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-1.jpg
SANI_9300652803808-2.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-2.jpg
SANI_9300652803808-3.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-3.jpg
SANI_9300652803808-0.jpg, King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-0.jpg
SANI_9300652803808-1.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-1.jpg
SANI_9300652803808-2.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-2.jpg
SANI_9300652803808-3.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-3.jpg
SANI_9300652803808-0.jpg, King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-0.jpg
SANI_9300652803808-1.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-1.jpg
SANI_9300652803808-2.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-2.jpg
SANI_9300652803808-3.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-3.jpg
SANI_9300652803808-0.jpg, King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-0.jpg
SANI_9300652803808-1.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-1.jpg
SANI_9300652803808-2.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-2.jpg
SANI_9300652803808-3.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-3.jpg
SANI_9300652803808-0.jpg, King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-0.jpg
SANI_9300652803808-1.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-1.jpg
SANI_9300652803808-2.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-2.jpg
SANI_9300652803808-3.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-3.jpg
SANI_9300652803808-0.jpg, King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-0.jpg
SANI_9300652803808-1.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-1.jpg
SANI_9300652803808-2.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-2.jpg
SANI_9300652803808-3.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-3.jpg
SANI_9300652803808-0.jpg, King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-0.jpg
SANI_9300652803808-1.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-1.jpg
SANI_9300652803808-2.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-2.jpg
SANI_9300652803808-3.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-3.jpg
SANI_9300652803808-0.jpg, King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-0.jpg
SANI_9300652803808-1.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-1.jpg
SANI_9300652803808-2.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-2.jpg
SANI_9300652803808-3.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-3.jpg
SANI_9300652803808-0.jpg, King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-0.jpg
SANI_9300652803808-1.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-1.jpg
SANI_9300652803808-2.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-2.jpg
SANI_9300652803808-3.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-3.jpg
SANI_9300652803808-0.jpg, King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-0.jpg
SANI_9300652803808-1.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-1.jpg
SANI_9300652803808-2.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-2.jpg
SANI_9300652803808-3.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-3.jpg
SANI_9300652803808-0.jpg, King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-0.jpg
SANI_9300652803808-1.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-1.jpg
SANI_9300652803808-2.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-2.jpg
SANI_9300652803808-3.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-3.jpg
SANI_9300652803808-0.jpg, King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-0.jpg
SANI_9300652803808-1.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-1.jpg
SANI_9300652803808-2.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-2.jpg
SANI_9300652803808-3.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-3.jpg
SANI_9300652803808-0.jpg, King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-0.jpg
SANI_9300652803808-1.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-1.jpg
SANI_9300652803808-2.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-2.jpg
SANI_9300652803808-3.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-3.jpg
SANI_9300652803808-0.jpg, King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-0.jpg
SANI_9300652803808-1.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-1.jpg
SANI_9300652803808-2.jpg,PROTEIN,Iced,King,/DAM/Asset Type/video/TVC |/Audio/Music,Sashmith,10/02/2026,English|French,https://dluxtechcorp.sharepoint.com/sites/sanitarium_aprimo_asset/Shared%20Documents/Assets/UP&GO/Pack%20Renders/Protein/6pk/Vanilla/SANI_9300652803808-2.jpg
